feature,chi2_score,p_value
flood,2.0,0.15729920705028105
scurrying,2.0,0.15729920705028105
character,2.0,0.15729920705028105
chapter,2.0,0.15729920705028105
steal,2.0,0.15729920705028105
steaks,2.0,0.15729920705028105
000,2.0,0.15729920705028105
overly,2.0,0.15729920705028105
venting,2.0,0.15729920705028105
steady,2.0,0.15729920705028105
instantly,2.0,0.15729920705028105
become,2.0,0.15729920705028105
makeup,2.0,0.15729920705028105
decades,2.0,0.15729920705028105
floating,2.0,0.15729920705028105
row,2.0,0.15729920705028105
venue,2.0,0.15729920705028105
22nd,2.0,0.15729920705028105
stating,2.0,0.15729920705028105
hated,2.0,0.15729920705028105
adult,2.0,0.15729920705028105
overhaul,2.0,0.15729920705028105
floored,2.0,0.15729920705028105
overhang,2.0,0.15729920705028105
arguing,2.0,0.15729920705028105
chintzy,2.0,0.15729920705028105
kicker,2.0,0.15729920705028105
tripadvisor,2.0,0.15729920705028105
daylight,2.0,0.15729920705028105
littered,2.0,0.15729920705028105
extras,2.0,0.15729920705028105
literature,2.0,0.15729920705028105
prison,2.0,0.15729920705028105
249,2.0,0.15729920705028105
lying,2.0,0.15729920705028105
lebron,2.0,0.15729920705028105
virtually,2.0,0.15729920705028105
images,2.0,0.15729920705028105
protestors,2.0,0.15729920705028105
preferences,2.0,0.15729920705028105
bark,2.0,0.15729920705028105
christmas,2.0,0.15729920705028105
chinese,2.0,0.15729920705028105
dream,2.0,0.15729920705028105
print,2.0,0.15729920705028105
happiness,2.0,0.15729920705028105
stank,2.0,0.15729920705028105
ill,2.0,0.15729920705028105
adjoining,2.0,0.15729920705028105
printer,2.0,0.15729920705028105
unpacking,2.0,0.15729920705028105
remained,2.0,0.15729920705028105
overflowed,2.0,0.15729920705028105
dressing,2.0,0.15729920705028105
proved,2.0,0.15729920705028105
remind,2.0,0.15729920705028105
chi,2.0,0.15729920705028105
reminder,2.0,0.15729920705028105
failing,2.0,0.15729920705028105
rotten,2.0,0.15729920705028105
amounts,2.0,0.15729920705028105
irritated,2.0,0.15729920705028105
pipes,2.0,0.15729920705028105
desperate,2.0,0.15729920705028105
un,2.0,0.15729920705028105
plain,2.0,0.15729920705028105
hayseed,2.0,0.15729920705028105
affair,2.0,0.15729920705028105
garbage,2.0,0.15729920705028105
navigating,2.0,0.15729920705028105
begun,2.0,0.15729920705028105
begrudgingly,2.0,0.15729920705028105
stress,2.0,0.15729920705028105
vanity,2.0,0.15729920705028105
decreased,2.0,0.15729920705028105
ae,2.0,0.15729920705028105
nearest,2.0,0.15729920705028105
fruit,2.0,0.15729920705028105
whichworked,2.0,0.15729920705028105
lure,2.0,0.15729920705028105
eww,2.0,0.15729920705028105
diamonds,2.0,0.15729920705028105
decorating,2.0,0.15729920705028105
58,2.0,0.15729920705028105
thereof,2.0,0.15729920705028105
strike,2.0,0.15729920705028105
earrings,2.0,0.15729920705028105
overwhelmed,2.0,0.15729920705028105
affluent,2.0,0.15729920705028105
microwave,2.0,0.15729920705028105
evident,2.0,0.15729920705028105
gap,2.0,0.15729920705028105
cancelled,2.0,0.15729920705028105
scrape,2.0,0.15729920705028105
nab,2.0,0.15729920705028105
icebucket,2.0,0.15729920705028105
easily,2.0,0.15729920705028105
plumbing,2.0,0.15729920705028105
structure,2.0,0.15729920705028105
cant,2.0,0.15729920705028105
run,2.0,0.15729920705028105
pull,2.0,0.15729920705028105
capacity,2.0,0.15729920705028105
therefore,2.0,0.15729920705028105
mi,2.0,0.15729920705028105
wouldnt,2.0,0.15729920705028105
carrying,2.0,0.15729920705028105
dumpsters,2.0,0.15729920705028105
cave,2.0,0.15729920705028105
refuse,2.0,0.15729920705028105
refused,2.0,0.15729920705028105
idiot,2.0,0.15729920705028105
bedspreads,2.0,0.15729920705028105
laptop,2.0,0.15729920705028105
register,2.0,0.15729920705028105
thirty,2.0,0.15729920705028105
newer,2.0,0.15729920705028105
idiots,2.0,0.15729920705028105
architectes,2.0,0.15729920705028105
centre,2.0,0.15729920705028105
sterile,2.0,0.15729920705028105
vegas,2.0,0.15729920705028105
deceptively,2.0,0.15729920705028105
steep,2.0,0.15729920705028105
ceremony,2.0,0.15729920705028105
underneath,2.0,0.15729920705028105
dumpster,2.0,0.15729920705028105
dumpy,2.0,0.15729920705028105
unaccomodating,2.0,0.15729920705028105
screw,2.0,0.15729920705028105
height,2.0,0.15729920705028105
favor,2.0,0.15729920705028105
platform,2.0,0.15729920705028105
cast,2.0,0.15729920705028105
negatives,2.0,0.15729920705028105
casual,2.0,0.15729920705028105
cat,2.0,0.15729920705028105
shock,2.0,0.15729920705028105
storm,2.0,0.15729920705028105
didnt,2.0,0.15729920705028105
neighbors,2.0,0.15729920705028105
storage,2.0,0.15729920705028105
leg,2.0,0.15729920705028105
heater,2.0,0.15729920705028105
caters,2.0,0.15729920705028105
beep,2.0,0.15729920705028105
smoking,1.9836065573770492,0.15901097850072832
services,1.96,0.16151331846753805
worse,1.96,0.16151331846753805
floors,1.96,0.16151331846753805
thank,1.9230769230769231,0.16551785869746605
saying,1.9230769230769231,0.16551785869746605
entering,1.9230769230769231,0.16551785869746605
account,1.9230769230769231,0.16551785869746605
views,1.9230769230769231,0.16551785869746605
returning,1.9230769230769231,0.16551785869746605
drive,1.9230769230769231,0.16551785869746605
chance,1.9230769230769231,0.16551785869746605
previous,1.9230769230769231,0.16551785869746605
although,1.9230769230769231,0.16551785869746605
fun,1.9230769230769231,0.16551785869746605
later,1.9206349206349207,0.16578668398105428
left,1.898876404494382,0.1682041390481761
less,1.8837209302325582,0.16991184173148816
bags,1.8823529411764706,0.17006696145390077
request,1.8823529411764706,0.17006696145390077
high,1.8059701492537314,0.1789924054372866
not,1.8023850085178876,0.17942442620724144
appointed,1.8,0.17971249487899593
fiance,1.8,0.17971249487899593
approached,1.8,0.17971249487899593
enjoying,1.8,0.17971249487899593
whatsoever,1.8,0.17971249487899593
opposite,1.8,0.17971249487899593
goes,1.8,0.17971249487899593
follow,1.8,0.17971249487899593
beginning,1.8,0.17971249487899593
members,1.8,0.17971249487899593
important,1.8,0.17971249487899593
sheet,1.8,0.17971249487899593
self,1.8,0.17971249487899593
fantastic,1.8,0.17971249487899593
2nd,1.8,0.17971249487899593
wide,1.8,0.17971249487899593
particular,1.8,0.17971249487899593
someone,1.8,0.17971249487899593
sick,1.8,0.17971249487899593
december,1.8,0.17971249487899593
dogs,1.8,0.17971249487899593
wow,1.8,0.17971249487899593
bucks,1.8,0.17971249487899593
enjoyable,1.8,0.17971249487899593
program,1.8,0.17971249487899593
thermostat,1.8,0.17971249487899593
undergoing,1.8,0.17971249487899593
unreasonable,1.8,0.17971249487899593
eyes,1.8,0.17971249487899593
bland,1.8,0.17971249487899593
showers,1.8,0.17971249487899593
allergies,1.8,0.17971249487899593
mess,1.8,0.17971249487899593
april,1.8,0.17971249487899593
corrected,1.8,0.17971249487899593
jump,1.8,0.17971249487899593
gentleman,1.8,0.17971249487899593
lackluster,1.8,0.17971249487899593
chipped,1.8,0.17971249487899593
st,1.8,0.17971249487899593
indoor,1.8,0.17971249487899593
drawers,1.8,0.17971249487899593
duty,1.8,0.17971249487899593
spray,1.8,0.17971249487899593
cooked,1.8,0.17971249487899593
added,1.8,0.17971249487899593
necessary,1.8,0.17971249487899593
common,1.8,0.17971249487899593
plush,1.8,0.17971249487899593
300,1.8,0.17971249487899593
pets,1.8,0.17971249487899593
slightly,1.8,0.17971249487899593
settle,1.8,0.17971249487899593
crumbs,1.8,0.17971249487899593
confused,1.8,0.17971249487899593
direct,1.8,0.17971249487899593
finished,1.8,0.17971249487899593
trained,1.8,0.17971249487899593
respect,1.8,0.17971249487899593
either,1.8,0.17971249487899593
sirens,1.8,0.17971249487899593
rush,1.8,0.17971249487899593
present,1.8,0.17971249487899593
school,1.8,0.17971249487899593
upper,1.8,0.17971249487899593
written,1.8,0.17971249487899593
insult,1.8,0.17971249487899593
meantime,1.8,0.17971249487899593
complementary,1.8,0.17971249487899593
obvious,1.8,0.17971249487899593
servers,1.8,0.17971249487899593
lady,1.8,0.17971249487899593
unique,1.8,0.17971249487899593
smelly,1.8,0.17971249487899593
smoked,1.8,0.17971249487899593
since,1.7857142857142858,0.18144920772141646
look,1.7857142857142858,0.18144920772141646
anything,1.7857142857142858,0.18144920772141646
disappointed,1.7789473684210526,0.1822786366693637
rock,1.7241379310344827,0.18916127259520416
while,1.717557251908397,0.19000778415330946
also,1.6900584795321638,0.19359326046207345
itself,1.6842105263157894,0.19436591080310542
if,1.6805555555555556,0.19485064860886578
write,1.6666666666666667,0.1967056024589432
doesn,1.6666666666666667,0.1967056024589432
annoying,1.6666666666666667,0.1967056024589432
par,1.6666666666666667,0.1967056024589432
perhaps,1.6666666666666667,0.1967056024589432
sleeping,1.6666666666666667,0.1967056024589432
before,1.6610169491525424,0.19746607335801497
but,1.6572890025575449,0.19796975514715415
10,1.653061224489796,0.19854279368665828
been,1.6484018264840183,0.19917659069015733
hotels,1.6423357664233578,0.2000052927191101
personal,1.6363636363636365,0.2008251226951417
tower,1.6363636363636365,0.2008251226951417
busy,1.6363636363636365,0.2008251226951417
sink,1.6363636363636365,0.2008251226951417
fee,1.6363636363636365,0.2008251226951417
worn,1.6363636363636365,0.2008251226951417
where,1.6133333333333333,0.20402387047443293
or,1.6129032258064515,0.20408417776556967
13,1.6,0.2059032107320647
beer,1.6,0.2059032107320647
big,1.6,0.2059032107320647
cancellation,1.6,0.2059032107320647
bright,1.6,0.2059032107320647
encountered,1.6,0.2059032107320647
parents,1.6,0.2059032107320647
basic,1.6,0.2059032107320647
sounded,1.6,0.2059032107320647
switched,1.6,0.2059032107320647
fair,1.6,0.2059032107320647
lots,1.6,0.2059032107320647
watch,1.6,0.2059032107320647
contact,1.6,0.2059032107320647
mean,1.6,0.2059032107320647
reservations,1.6,0.2059032107320647
impossible,1.6,0.2059032107320647
dont,1.6,0.2059032107320647
literally,1.6,0.2059032107320647
renovations,1.6,0.2059032107320647
class,1.6,0.2059032107320647
costs,1.6,0.2059032107320647
except,1.6,0.2059032107320647
housekeeping,1.588235294117647,0.20757844233562053
expensive,1.5806451612903225,0.2086677876982606
area,1.5714285714285714,0.2099996717556059
city,1.5151515151515151,0.21835469056589815
general,1.5,0.22067136191984327
obviously,1.5,0.22067136191984327
nor,1.5,0.22067136191984327
maybe,1.5,0.22067136191984327
management,1.4848484848484849,0.22301746994661142
fairly,1.4705882352941178,0.22525290636064965
provide,1.4705882352941178,0.22525290636064965
assured,1.4705882352941178,0.22525290636064965
type,1.4705882352941178,0.22525290636064965
bath,1.4705882352941178,0.22525290636064965
own,1.4705882352941178,0.22525290636064965
coming,1.4,0.23672357063785393
four,1.4,0.23672357063785393
though,1.3908045977011494,0.23826926934637124
suppose,1.3333333333333333,0.24821307898992026
those,1.3333333333333333,0.24821307898992026
travelers,1.3333333333333333,0.24821307898992026
talk,1.3333333333333333,0.24821307898992026
american,1.3333333333333333,0.24821307898992026
14,1.3333333333333333,0.24821307898992026
conditioning,1.3333333333333333,0.24821307898992026
large,1.3243243243243243,0.24981744183594473
internet,1.3157894736842106,0.2513491088102194
employee,1.3157894736842106,0.2513491088102194
ago,1.3157894736842106,0.2513491088102194
maintenance,1.3157894736842106,0.2513491088102194
people,1.309090909090909,0.25255931718516483
well,1.2900763358778626,0.2560338834062239
desired,1.2857142857142858,0.2568392579578533
boyfriend,1.2857142857142858,0.2568392579578533
swimming,1.2857142857142858,0.2568392579578533
hospital,1.2857142857142858,0.2568392579578533
upscale,1.2857142857142858,0.2568392579578533
taste,1.2857142857142858,0.2568392579578533
questions,1.2857142857142858,0.2568392579578533
god,1.2857142857142858,0.2568392579578533
happen,1.2857142857142858,0.2568392579578533
comforter,1.2857142857142858,0.2568392579578533
throw,1.2857142857142858,0.2568392579578533
burnt,1.2857142857142858,0.2568392579578533
hanging,1.2857142857142858,0.2568392579578533
date,1.2857142857142858,0.2568392579578533
replaced,1.2857142857142858,0.2568392579578533
selection,1.2857142857142858,0.2568392579578533
september,1.2857142857142858,0.2568392579578533
cheaper,1.2857142857142858,0.2568392579578533
glance,1.2857142857142858,0.2568392579578533
continental,1.2857142857142858,0.2568392579578533
grand,1.2857142857142858,0.2568392579578533
period,1.2857142857142858,0.2568392579578533
original,1.2857142857142858,0.2568392579578533
july,1.2857142857142858,0.2568392579578533
workout,1.2857142857142858,0.2568392579578533
color,1.2857142857142858,0.2568392579578533
screen,1.2857142857142858,0.2568392579578533
rudely,1.2857142857142858,0.2568392579578533
strange,1.2857142857142858,0.2568392579578533
whatever,1.2857142857142858,0.2568392579578533
favorite,1.2857142857142858,0.2568392579578533
buy,1.2857142857142858,0.2568392579578533
strongly,1.2857142857142858,0.2568392579578533
helped,1.2857142857142858,0.2568392579578533
as,1.2833675564681726,0.25727383289066774
sure,1.2564102564102564,0.26233167540835406
off,1.2413793103448276,0.2652053925915044
staff,1.2073578595317727,0.2718560230370287
cheap,1.2,0.273321678292295
elsewhere,1.2,0.273321678292295
her,1.1904761904761905,0.2752335240748311
sign,1.1904761904761905,0.2752335240748311
show,1.1904761904761905,0.2752335240748311
them,1.180722891566265,0.2772088783397631
clean,1.180327868852459,0.27728925808846944
bad,1.174757281553398,0.27842589904912285
plan,1.1428571428571428,0.28504940740260964
earlier,1.1428571428571428,0.28504940740260964
easy,1.1428571428571428,0.28504940740260964
enough,1.1428571428571428,0.28504940740260964
forced,1.1428571428571428,0.28504940740260964
priced,1.1428571428571428,0.28504940740260964
along,1.1428571428571428,0.28504940740260964
standard,1.1428571428571428,0.28504940740260964
sorry,1.1428571428571428,0.28504940740260964
okay,1.1428571428571428,0.28504940740260964
carpets,1.1428571428571428,0.28504940740260964
anywhere,1.1428571428571428,0.28504940740260964
sofitel,1.125,0.2888443663464818
too,1.110091743119266,0.2920620064890705
things,1.103448275862069,0.2935105954424976
way,1.09009009009009,0.29645124868184547
carpet,1.0888888888888888,0.2967175263220574
promised,1.0869565217391304,0.2971465303484674
upgrade,1.0869565217391304,0.2971465303484674
wedding,1.0869565217391304,0.2971465303484674
gave,1.08,0.29869755599496717
person,1.0666666666666667,0.30169958247834494
won,1.0588235294117647,0.3034836640248391
ok,1.0588235294117647,0.3034836640248391
price,1.0341880341880343,0.3091770446329086
quality,1.032258064516129,0.30962890273063004
friendly,1.032258064516129,0.30962890273063004
asked,1.0285714285714285,0.31049443431723206
lately,1.0,0.31731050786291115
mobile,1.0,0.31731050786291115
mocked,1.0,0.31731050786291115
pops,1.0,0.31731050786291115
latch,1.0,0.31731050786291115
moncaco,1.0,0.31731050786291115
pop,1.0,0.31731050786291115
polyester,1.0,0.31731050786291115
mod,1.0,0.31731050786291115
pompous,1.0,0.31731050786291115
poorest,1.0,0.31731050786291115
model,1.0,0.31731050786291115
poof,1.0,0.31731050786291115
moderate,1.0,0.31731050786291115
mon,1.0,0.31731050786291115
lasy,1.0,0.31731050786291115
lop,1.0,0.31731050786291115
modular,1.0,0.31731050786291115
poo,1.0,0.31731050786291115
ponderosa,1.0,0.31731050786291115
mom,1.0,0.31731050786291115
moist,1.0,0.31731050786291115
pompus,1.0,0.31731050786291115
molding,1.0,0.31731050786291115
lasted,1.0,0.31731050786291115
population,1.0,0.31731050786291115
las,1.0,0.31731050786291115
position,1.0,0.31731050786291115
minimally,1.0,0.31731050786291115
possibly,1.0,0.31731050786291115
miniscule,1.0,0.31731050786291115
mint,1.0,0.31731050786291115
mints,1.0,0.31731050786291115
minuets,1.0,0.31731050786291115
possession,1.0,0.31731050786291115
minutia,1.0,0.31731050786291115
mirrored,1.0,0.31731050786291115
miserly,1.0,0.31731050786291115
misfortune,1.0,0.31731050786291115
positioning,1.0,0.31731050786291115
mismatched,1.0,0.31731050786291115
lot,1.0,0.31731050786291115
misplaced,1.0,0.31731050786291115
ml,1.0,0.31731050786291115
misses,1.0,0.31731050786291115
portray,1.0,0.31731050786291115
portrait,1.0,0.31731050786291115
misspelling,1.0,0.31731050786291115
mistakenly,1.0,0.31731050786291115
porthole,1.0,0.31731050786291115
mistakes,1.0,0.31731050786291115
mistakingly,1.0,0.31731050786291115
portable,1.0,0.31731050786291115
lord,1.0,0.31731050786291115
port,1.0,0.31731050786291115
monitor,1.0,0.31731050786291115
popularity,1.0,0.31731050786291115
mixup,1.0,0.31731050786291115
pollution,1.0,0.31731050786291115
montgomery,1.0,0.31731050786291115
monitors,1.0,0.31731050786291115
mutual,1.0,0.31731050786291115
nasal,1.0,0.31731050786291115
narrowly,1.0,0.31731050786291115
pluses,1.0,0.31731050786291115
narcissistic,1.0,0.31731050786291115
naperville,1.0,0.31731050786291115
naan,1.0,0.31731050786291115
muttered,1.0,0.31731050786291115
lodge,1.0,0.31731050786291115
mutt,1.0,0.31731050786291115
mustang,1.0,0.31731050786291115
musician,1.0,0.31731050786291115
pod,1.0,0.31731050786291115
pointed,1.0,0.31731050786291115
locking,1.0,0.31731050786291115
nastily,1.0,0.31731050786291115
naturally,1.0,0.31731050786291115
pluged,1.0,0.31731050786291115
plopped,1.0,0.31731050786291115
plenty,1.0,0.31731050786291115
laughable,1.0,0.31731050786291115
plentiful,1.0,0.31731050786291115
nauseous,1.0,0.31731050786291115
pleasurable,1.0,0.31731050786291115
nbc,1.0,0.31731050786291115
pleasent,1.0,0.31731050786291115
pleased,1.0,0.31731050786291115
pleas,1.0,0.31731050786291115
plea,1.0,0.31731050786291115
playing,1.0,0.31731050786291115
played,1.0,0.31731050786291115
necessitating,1.0,0.31731050786291115
pointless,1.0,0.31731050786291115
murmer,1.0,0.31731050786291115
politician,1.0,0.31731050786291115
looby,1.0,0.31731050786291115
mouths,1.0,0.31731050786291115
mouse,1.0,0.31731050786291115
mounted,1.0,0.31731050786291115
motorcyclers,1.0,0.31731050786291115
motor,1.0,0.31731050786291115
mother,1.0,0.31731050786291115
mosr,1.0,0.31731050786291115
poisonous,1.0,0.31731050786291115
moron,1.0,0.31731050786291115
mornings,1.0,0.31731050786291115
mopped,1.0,0.31731050786291115
largest,1.0,0.31731050786291115
monstrous,1.0,0.31731050786291115
monstrosities,1.0,0.31731050786291115
mouthwash,1.0,0.31731050786291115
latte,1.0,0.31731050786291115
longingly,1.0,0.31731050786291115
mud,1.0,0.31731050786291115
muffle,1.0,0.31731050786291115
muffled,1.0,0.31731050786291115
mugs,1.0,0.31731050786291115
politely,1.0,0.31731050786291115
latter,1.0,0.31731050786291115
police,1.0,0.31731050786291115
polar,1.0,0.31731050786291115
poking,1.0,0.31731050786291115
mumbai,1.0,0.31731050786291115
mumbles,1.0,0.31731050786291115
lonely,1.0,0.31731050786291115
lol,1.0,0.31731050786291115
logging,1.0,0.31731050786291115
minimalist,1.0,0.31731050786291115
paritally,1.0,0.31731050786291115
louboutins,1.0,0.31731050786291115
maintanance,1.0,0.31731050786291115
meanwhile,1.0,0.31731050786291115
meaningless,1.0,0.31731050786291115
meaning,1.0,0.31731050786291115
mainstream,1.0,0.31731050786291115
lanes,1.0,0.31731050786291115
presentation,1.0,0.31731050786291115
mcdonald,1.0,0.31731050786291115
postal,1.0,0.31731050786291115
mauled,1.0,0.31731050786291115
presented,1.0,0.31731050786291115
presents,1.0,0.31731050786291115
matthews,1.0,0.31731050786291115
mats,1.0,0.31731050786291115
presidential,1.0,0.31731050786291115
measure,1.0,0.31731050786291115
measures,1.0,0.31731050786291115
mechanical,1.0,0.31731050786291115
mahajan,1.0,0.31731050786291115
mechanism,1.0,0.31731050786291115
medicine,1.0,0.31731050786291115
preposterous,1.0,0.31731050786291115
magnetic,1.0,0.31731050786291115
megaphones,1.0,0.31731050786291115
melding,1.0,0.31731050786291115
magnet,1.0,0.31731050786291115
memo,1.0,0.31731050786291115
magic,1.0,0.31731050786291115
memorable,1.0,0.31731050786291115
magazine,1.0,0.31731050786291115
prepayment,1.0,0.31731050786291115
mag,1.0,0.31731050786291115
presidents,1.0,0.31731050786291115
pressed,1.0,0.31731050786291115
masterpiece,1.0,0.31731050786291115
marcus,1.0,0.31731050786291115
mall,1.0,0.31731050786291115
managemnet,1.0,0.31731050786291115
mangement,1.0,0.31731050786291115
manhood,1.0,0.31731050786291115
manned,1.0,0.31731050786291115
manner,1.0,0.31731050786291115
prevent,1.0,0.31731050786291115
manson,1.0,0.31731050786291115
prevailed,1.0,0.31731050786291115
map,1.0,0.31731050786291115
pretend,1.0,0.31731050786291115
marble,1.0,0.31731050786291115
makeshift,1.0,0.31731050786291115
marco,1.0,0.31731050786291115
margarita,1.0,0.31731050786291115
prestige,1.0,0.31731050786291115
landlord,1.0,0.31731050786291115
marilyn,1.0,0.31731050786291115
marina,1.0,0.31731050786291115
marios,1.0,0.31731050786291115
market,1.0,0.31731050786291115
markets,1.0,0.31731050786291115
marley,1.0,0.31731050786291115
married,1.0,0.31731050786291115
marshmallow,1.0,0.31731050786291115
martens,1.0,0.31731050786291115
martin,1.0,0.31731050786291115
mask,1.0,0.31731050786291115
maintenience,1.0,0.31731050786291115
mass,1.0,0.31731050786291115
laps,1.0,0.31731050786291115
preoccupied,1.0,0.31731050786291115
menial,1.0,0.31731050786291115
pound,1.0,0.31731050786291115
midweek,1.0,0.31731050786291115
midwest,1.0,0.31731050786291115
mignon,1.0,0.31731050786291115
loyalty,1.0,0.31731050786291115
loyal,1.0,0.31731050786291115
migraine,1.0,0.31731050786291115
mike,1.0,0.31731050786291115
mild,1.0,0.31731050786291115
mildewed,1.0,0.31731050786291115
pouring,1.0,0.31731050786291115
poured,1.0,0.31731050786291115
miles,1.0,0.31731050786291115
loves,1.0,0.31731050786291115
laquinta,1.0,0.31731050786291115
potpourri,1.0,0.31731050786291115
microwaved,1.0,0.31731050786291115
potentially,1.0,0.31731050786291115
mill,1.0,0.31731050786291115
potential,1.0,0.31731050786291115
potatoes,1.0,0.31731050786291115
potato,1.0,0.31731050786291115
millemmium,1.0,0.31731050786291115
lousy,1.0,0.31731050786291115
lounges,1.0,0.31731050786291115
minds,1.0,0.31731050786291115
locating,1.0,0.31731050786291115
posters,1.0,0.31731050786291115
louisiana,1.0,0.31731050786291115
louis,1.0,0.31731050786291115
loudly,1.0,0.31731050786291115
midway,1.0,0.31731050786291115
power,1.0,0.31731050786291115
mentality,1.0,0.31731050786291115
meter,1.0,0.31731050786291115
ma,1.0,0.31731050786291115
menu,1.0,0.31731050786291115
preference,1.0,0.31731050786291115
mercedez,1.0,0.31731050786291115
mercury,1.0,0.31731050786291115
merely,1.0,0.31731050786291115
meridien,1.0,0.31731050786291115
prefered,1.0,0.31731050786291115
message,1.0,0.31731050786291115
preferably,1.0,0.31731050786291115
luxuriously,1.0,0.31731050786291115
messages,1.0,0.31731050786291115
messy,1.0,0.31731050786291115
met,1.0,0.31731050786291115
lurking,1.0,0.31731050786291115
powerpoint,1.0,0.31731050786291115
predicament,1.0,0.31731050786291115
precise,1.0,0.31731050786291115
precious,1.0,0.31731050786291115
metropolitan,1.0,0.31731050786291115
practicing,1.0,0.31731050786291115
mgr,1.0,0.31731050786291115
mia,1.0,0.31731050786291115
practices,1.0,0.31731050786291115
michelin,1.0,0.31731050786291115
lungs,1.0,0.31731050786291115
luke,1.0,0.31731050786291115
lugged,1.0,0.31731050786291115
luckly,1.0,0.31731050786291115
ppl,1.0,0.31731050786291115
necks,1.0,0.31731050786291115
plate,1.0,0.31731050786291115
located,1.0,0.31731050786291115
opportunities,1.0,0.31731050786291115
pennisula,1.0,0.31731050786291115
opted,1.0,0.31731050786291115
penny,1.0,0.31731050786291115
opt,1.0,0.31731050786291115
liberal,1.0,0.31731050786291115
opposed,1.0,0.31731050786291115
opinions,1.0,0.31731050786291115
outdone,1.0,0.31731050786291115
perfection,1.0,0.31731050786291115
operator,1.0,0.31731050786291115
license,1.0,0.31731050786291115
operational,1.0,0.31731050786291115
periods,1.0,0.31731050786291115
operating,1.0,0.31731050786291115
liar,1.0,0.31731050786291115
orange,1.0,0.31731050786291115
liability,1.0,0.31731050786291115
leaned,1.0,0.31731050786291115
lexus,1.0,0.31731050786291115
penetrate,1.0,0.31731050786291115
orchid,1.0,0.31731050786291115
orderd,1.0,0.31731050786291115
leaning,1.0,0.31731050786291115
levies,1.0,0.31731050786291115
orders,1.0,0.31731050786291115
peep,1.0,0.31731050786291115
ouch,1.0,0.31731050786291115
pee,1.0,0.31731050786291115
ourselves,1.0,0.31731050786291115
outcome,1.0,0.31731050786291115
letters,1.0,0.31731050786291115
operates,1.0,0.31731050786291115
oohed,1.0,0.31731050786291115
ontop,1.0,0.31731050786291115
persistently,1.0,0.31731050786291115
offering,1.0,0.31731050786291115
leakage,1.0,0.31731050786291115
manage,1.0,0.31731050786291115
official,1.0,0.31731050786291115
lightly,1.0,0.31731050786291115
lighter,1.0,0.31731050786291115
ohhhhh,1.0,0.31731050786291115
ohio,1.0,0.31731050786291115
personable,1.0,0.31731050786291115
oil,1.0,0.31731050786291115
lighted,1.0,0.31731050786291115
leaks,1.0,0.31731050786291115
oir,1.0,0.31731050786291115
oj,1.0,0.31731050786291115
lifted,1.0,0.31731050786291115
lids,1.0,0.31731050786291115
persisted,1.0,0.31731050786291115
perry,1.0,0.31731050786291115
lifetime,1.0,0.31731050786291115
permit,1.0,0.31731050786291115
lifeless,1.0,0.31731050786291115
leaky,1.0,0.31731050786291115
lied,1.0,0.31731050786291115
oldest,1.0,0.31731050786291115
oldie,1.0,0.31731050786291115
ole,1.0,0.31731050786291115
permission,1.0,0.31731050786291115
olympia,1.0,0.31731050786291115
omelettes,1.0,0.31731050786291115
permanently,1.0,0.31731050786291115
outcomes,1.0,0.31731050786291115
outdoor,1.0,0.31731050786291115
persons,1.0,0.31731050786291115
leftover,1.0,0.31731050786291115
partying,1.0,0.31731050786291115
pass,1.0,0.31731050786291115
ow,1.0,0.31731050786291115
passable,1.0,0.31731050786291115
passenger,1.0,0.31731050786291115
overuse,1.0,0.31731050786291115
passengers,1.0,0.31731050786291115
outfitted,1.0,0.31731050786291115
overstatement,1.0,0.31731050786291115
oversold,1.0,0.31731050786291115
overseas,1.0,0.31731050786291115
passport,1.0,0.31731050786291115
password,1.0,0.31731050786291115
overrun,1.0,0.31731050786291115
pack,1.0,0.31731050786291115
packages,1.0,0.31731050786291115
partner,1.0,0.31731050786291115
pages,1.0,0.31731050786291115
painted,1.0,0.31731050786291115
painting,1.0,0.31731050786291115
paired,1.0,0.31731050786291115
palace,1.0,0.31731050786291115
particles,1.0,0.31731050786291115
palatable,1.0,0.31731050786291115
panel,1.0,0.31731050786291115
panhandling,1.0,0.31731050786291115
panic,1.0,0.31731050786291115
panties,1.0,0.31731050786291115
parade,1.0,0.31731050786291115
paradise,1.0,0.31731050786291115
paranoid,1.0,0.31731050786291115
overrated,1.0,0.31731050786291115
ledge,1.0,0.31731050786291115
overnighter,1.0,0.31731050786291115
overbearing,1.0,0.31731050786291115
outfittings,1.0,0.31731050786291115
pedestrians,1.0,0.31731050786291115
peanuts,1.0,0.31731050786291115
lethargic,1.0,0.31731050786291115
leather,1.0,0.31731050786291115
outlet,1.0,0.31731050786291115
outlier,1.0,0.31731050786291115
outline,1.0,0.31731050786291115
pc,1.0,0.31731050786291115
outmoded,1.0,0.31731050786291115
outright,1.0,0.31731050786291115
outweigh,1.0,0.31731050786291115
oven,1.0,0.31731050786291115
pays,1.0,0.31731050786291115
overblown,1.0,0.31731050786291115
patiently,1.0,0.31731050786291115
payed,1.0,0.31731050786291115
overcharge,1.0,0.31731050786291115
lend,1.0,0.31731050786291115
patterns,1.0,0.31731050786291115
overcoats,1.0,0.31731050786291115
overcome,1.0,0.31731050786291115
leisure,1.0,0.31731050786291115
overflows,1.0,0.31731050786291115
overhauled,1.0,0.31731050786291115
patronize,1.0,0.31731050786291115
patrick,1.0,0.31731050786291115
overheard,1.0,0.31731050786291115
legal,1.0,0.31731050786291115
